Txn_id,Timestamp,Sender_account,Receiver_account,Amount,Payment_currency,Received_currency,Sender_bank_location,Receiver_bank_location,Payment_type,Is_laundering,Laundering_type,total_risk_score,risk_tier,triggered_rules,rule_reasons
3139,2026-05-07 14:40:54,271052879,4090747833,472.13,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
3140,2026-05-07 14:40:56,2797271466,1492744665,5952.49,UK pounds,UK pounds,UK,UK,ACH,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '2797271466' made 14 transactions totalling 101,403.01 within 24h (each below 9,999.00 threshold)"
3141,2026-05-07 14:40:56,3709430533,7472952117,7139.23,UK pounds,UK pounds,UK,UK,ACH,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '3709430533' made 19 transactions totalling 142,999.64 within 24h (each below 9,999.00 threshold)"
3142,2026-05-07 14:40:57,848681361,5483944842,277.51,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,,0,LOW,,
3143,2026-05-07 14:41:00,4067300593,7146221158,3494.5,UK pounds,UK pounds,UK,UK,Debit card,0,,0,LOW,,
3144,2026-05-07 14:41:02,7758268667,4048410232,17683.77,UK pounds,UK pounds,UK,UK,Debit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 17,683.77 UK pounds exceeds threshold of 8,000.00"
3145,2026-05-07 14:41:11,5043009314,6509817921,4315.21,UK pounds,UK pounds,UK,UK,Cheque,0,,0,LOW,,
3146,2026-05-07 14:41:12,7072735875,4545154118,1206.87,UK pounds,UK pounds,UK,UK,Cheque,0,,0,LOW,,
3147,2026-05-07 14:41:13,3661115986,4492176364,206.04,UK pounds,UK pounds,UK,UK,Credit card,0,,0,LOW,,
3148,2026-05-07 14:41:14,9165364903,8353784441,5285.72,UK pounds,UK pounds,UK,UK,Cash Deposit,0,,0,LOW,,
3149,2026-05-07 14:41:18,7501327339,8562263055,6219.86,UK pounds,UK pounds,UK,UK,Credit card,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '7501327339' made 19 transactions totalling 134,566.48 within 24h (each below 9,999.00 threshold)"
3150,2026-05-07 14:41:19,2040906068,3079238220,3531.23,UK pounds,UK pounds,UK,UK,Cheque,0,,0,LOW,,
3151,2026-05-07 14:41:20,887144305,5739011754,474.21,UK pounds,UK pounds,UK,UK,Cash Deposit,0,,0,LOW,,
3152,2026-05-07 14:41:23,2207144112,7355972203,6759.84,UK pounds,UK pounds,UK,UK,Credit card,0,Fan-Out/Money-Mule,20,LOW,RapidMovement,RapidMovement: part of rapid fund re-dispatch from account '2207144112'
3153,2026-05-07 14:41:27,3860436187,8951970972,1279.01,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
3154,2026-05-07 14:41:28,2595514418,954584262,4060.59,UK pounds,UK pounds,UK,UK,Cash Deposit,0,,0,LOW,,
3155,2026-05-07 14:41:29,2953023889,6223365730,10681.56,UK pounds,UK pounds,UK,UK,ACH,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 10,681.56 UK pounds exceeds threshold of 8,000.00"
3156,2026-05-07 14:41:32,5642727960,8249415854,3875.16,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
3157,2026-05-07 14:41:36,3452368468,4536194683,11368.11,UK pounds,UK pounds,UK,UK,ACH,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 11,368.11 UK pounds exceeds threshold of 8,000.00"
3158,2026-05-07 14:41:37,3510078932,2683968729,23050.53,UK pounds,UK pounds,UK,UK,ACH,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 23,050.53 UK pounds exceeds threshold of 8,000.00"
3159,2026-05-07 14:41:37,9736399360,6213751347,1631.97,UK pounds,UK pounds,UK,UK,Debit card,0,,0,LOW,,
3160,2026-05-07 14:41:40,649073516,6170957241,5378.82,UK pounds,UK pounds,UK,UK,Cheque,0,,0,LOW,,
3161,2026-05-07 14:41:41,287305149,5292585893,2405.37,UK pounds,UK pounds,UK,UK,Credit card,0,,0,LOW,,
3162,2026-05-07 14:41:43,8389148416,3487686607,8333.04,UK pounds,UK pounds,UK,UK,Cheque,1,Large-Cash-Transaction; Structuring/Smurfing,65,HIGH,LargeTransaction|Smurfing,"Transaction amount 8,333.04 UK pounds exceeds threshold of 8,000.00; Smurfing: account '8389148416' made 12 transactions totalling 85,151.70 within 24h (each below 9,999.00 threshold)"
3163,2026-05-07 14:41:45,374414130,3220735304,10516.36,UK pounds,UK pounds,UK,UK,Debit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 10,516.36 UK pounds exceeds threshold of 8,000.00"
3164,2026-05-07 14:41:45,7379840933,8391951495,5213.25,UK pounds,US dollar,UK,USA,Cross-border,0,,0,LOW,,
3165,2026-05-07 14:41:47,8389148416,8705942251,7440.55,UK pounds,UK pounds,UK,UK,ACH,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '8389148416' made 13 transactions totalling 92,592.25 within 24h (each below 9,999.00 threshold)"
3166,2026-05-07 14:41:48,6150012318,5109623450,4754.18,UK pounds,UK pounds,UK,UK,Debit card,0,,0,LOW,,
3167,2026-05-07 14:41:48,3560036522,3695545812,14094.84,UK pounds,UK pounds,UK,UK,Debit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 14,094.84 UK pounds exceeds threshold of 8,000.00"
3168,2026-05-07 14:41:48,708379923,1013867315,7437.74,UK pounds,UK pounds,UK,UK,Credit card,0,,0,LOW,,
3169,2026-05-07 14:41:49,9746384104,4106486424,5447.95,UK pounds,UK pounds,UK,UK,Debit card,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '9746384104' made 8 transactions totalling 42,542.69 within 24h (each below 9,999.00 threshold)"
3170,2026-05-07 14:41:50,6588578648,1293390618,11217.62,UK pounds,UK pounds,UK,UK,ACH,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 11,217.62 UK pounds exceeds threshold of 8,000.00"
3171,2026-05-07 14:41:53,8883997544,1465487567,8468.67,UK pounds,UK pounds,UK,UK,Debit card,1,Large-Cash-Transaction; Layering,50,MEDIUM,LargeTransaction|Layering,"Transaction amount 8,468.67 UK pounds exceeds threshold of 8,000.00; Fan-in: receiver 1465487567 received from 12 distinct senders within 72h (chain amount: 279,893.27, threshold: 10,000.00)"
3172,2026-05-07 14:41:53,5772469780,5858369125,4986.95,Euro,UK pounds,Spain,UK,Cross-border,0,,0,LOW,,
3173,2026-05-07 14:41:56,4121324384,6345230339,16062.02,Euro,UK pounds,Spain,UK,Cross-border,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 16,062.02 Euro exceeds threshold of 9,000.00"
3174,2026-05-07 14:41:57,6541461425,1705380571,386809.77,UK pounds,UK pounds,UK,UK,ACH,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 386,809.77 UK pounds exceeds threshold of 8,000.00"
3175,2026-05-07 14:41:57,8952177221,6345374341,8169.25,UK pounds,UK pounds,UK,UK,Credit card,1,Large-Cash-Transaction; Structuring/Smurfing,65,HIGH,LargeTransaction|Smurfing,"Transaction amount 8,169.25 UK pounds exceeds threshold of 8,000.00; Smurfing: account '8952177221' made 14 transactions totalling 101,590.67 within 24h (each below 9,999.00 threshold)"
3176,2026-05-07 14:41:59,2266218982,8346153450,11012.72,UK pounds,UK pounds,UK,UK,Debit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 11,012.72 UK pounds exceeds threshold of 8,000.00"
3177,2026-05-07 14:41:59,2336433299,2843132585,1229.63,Indian rupee,UK pounds,India,UK,Cross-border,0,,0,LOW,,
3178,2026-05-07 14:42:00,4906513059,7763680969,642.41,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
3179,2026-05-07 14:42:02,4840545105,3411329179,4564.52,UK pounds,UK pounds,UK,UK,Debit card,0,,0,LOW,,
3180,2026-05-07 14:42:03,9813511575,2215728475,17293.2,Turkish lira,UK pounds,Turkey,UK,Cross-border,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 17,293.20 Turkish lira exceeds threshold of 10,000.00"
3181,2026-05-07 14:42:04,6541552727,9694142477,6047.36,UK pounds,UK pounds,UK,UK,ACH,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '6541552727' made 17 transactions totalling 112,240.14 within 24h (each below 9,999.00 threshold)"
3182,2026-05-07 14:42:04,6904668523,4959470648,8174.96,UK pounds,UK pounds,UK,UK,Credit card,1,Large-Cash-Transaction; Structuring/Smurfing,65,HIGH,LargeTransaction|Smurfing,"Transaction amount 8,174.96 UK pounds exceeds threshold of 8,000.00; Smurfing: account '6904668523' made 16 transactions totalling 115,413.02 within 24h (each below 9,999.00 threshold)"
3183,2026-05-07 14:42:09,8389148416,2753383263,5642.07,UK pounds,UK pounds,UK,UK,Debit card,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '8389148416' made 14 transactions totalling 98,234.32 within 24h (each below 9,999.00 threshold)"
3184,2026-05-07 14:42:09,4601304649,5325182835,497.4,UK pounds,UK pounds,UK,UK,Cash Deposit,0,,0,LOW,,
3185,2026-05-07 14:42:13,2541435157,5442384483,2449.11,UK pounds,UK pounds,UK,UK,Debit card,0,,0,LOW,,
3186,2026-05-07 14:42:14,6712711200,8518184956,14750.6,UK pounds,UK pounds,UK,UK,Credit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 14,750.60 UK pounds exceeds threshold of 8,000.00"
3187,2026-05-07 14:42:18,5793150429,5466123934,15501.59,UK pounds,UK pounds,UK,UK,Debit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 15,501.59 UK pounds exceeds threshold of 8,000.00"
3188,2026-05-07 14:42:24,3477240128,652257309,1792.79,UK pounds,UK pounds,UK,UK,Credit card,0,,0,LOW,,
3189,2026-05-07 14:42:28,8456279067,1212654276,7066.61,UK pounds,UK pounds,UK,UK,Debit card,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '8456279067' made 18 transactions totalling 131,053.81 within 24h (each below 9,999.00 threshold)"
3190,2026-05-07 14:42:30,4121324384,3405158611,6509.23,Euro,UK pounds,Spain,UK,Cross-border,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '4121324384' made 9 transactions totalling 70,419.36 within 24h (each below 9,999.00 threshold)"
3191,2026-05-07 14:42:35,3779887664,291086082,195.68,Naira,UK pounds,UK,UK,Cash Deposit,0,,0,LOW,,
3192,2026-05-07 14:42:35,2238095611,7270289883,14342.7,UK pounds,UK pounds,UK,UK,Debit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 14,342.70 UK pounds exceeds threshold of 8,000.00"
3193,2026-05-07 14:42:42,3712660061,2534644942,23127.91,UK pounds,Euro,UK,France,Cross-border,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 23,127.91 UK pounds exceeds threshold of 8,000.00"
3194,2026-05-07 14:42:45,7021575422,3406347405,112.9,UK pounds,UK pounds,UK,UK,Credit card,0,,0,LOW,,
3195,2026-05-07 14:42:45,6679205752,5109623450,12090.26,UK pounds,UK pounds,UK,UK,Credit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 12,090.26 UK pounds exceeds threshold of 8,000.00"
3196,2026-05-07 14:42:46,5605353873,6559742275,3165.22,UK pounds,UK pounds,UK,UK,Cash Deposit,0,,0,LOW,,
3197,2026-05-07 14:42:51,6838010354,4835770853,681.59,UK pounds,UK pounds,UK,UK,Debit card,0,,0,LOW,,
3198,2026-05-07 14:42:54,1929242509,6687071561,11231.19,UK pounds,UK pounds,UK,UK,Credit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 11,231.19 UK pounds exceeds threshold of 8,000.00"
3199,2026-05-07 14:42:55,8545790935,8363442662,4764.98,UK pounds,UK pounds,UK,UK,Cash Deposit,0,,0,LOW,,
3200,2026-05-07 14:43:01,5021785800,4808988417,9234.23,UK pounds,UK pounds,UK,UK,Credit card,1,Large-Cash-Transaction; Structuring/Smurfing,65,HIGH,LargeTransaction|Smurfing,"Transaction amount 9,234.23 UK pounds exceeds threshold of 8,000.00; Smurfing: account '5021785800' made 11 transactions totalling 75,448.33 within 24h (each below 9,999.00 threshold)"
3201,2026-05-07 14:43:04,2365007895,5745861775,9120.52,UK pounds,UK pounds,UK,UK,Debit card,1,Large-Cash-Transaction; Structuring/Smurfing,65,HIGH,LargeTransaction|Smurfing,"Transaction amount 9,120.52 UK pounds exceeds threshold of 8,000.00; Smurfing: account '2365007895' made 17 transactions totalling 124,730.81 within 24h (each below 9,999.00 threshold)"
3202,2026-05-07 14:43:05,9744328675,8678802420,4456.9,UK pounds,UK pounds,UK,UK,Debit card,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '9744328675' made 3 transactions totalling 13,331.07 within 24h (each below 9,999.00 threshold)"
3203,2026-05-07 14:43:05,6814183486,9105399010,2103.67,UK pounds,UK pounds,UK,UK,Credit card,0,,0,LOW,,
3204,2026-05-07 14:43:11,9919443403,417590431,8562.0,UK pounds,UK pounds,UK,UK,ACH,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 8,562.00 UK pounds exceeds threshold of 8,000.00"
3205,2026-05-07 14:43:12,6745265718,8758502645,7922.73,UK pounds,UK pounds,UK,UK,Debit card,0,,0,LOW,,
3206,2026-05-07 14:43:16,1734009149,6227903895,11724.17,UK pounds,UK pounds,UK,UK,ACH,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 11,724.17 UK pounds exceeds threshold of 8,000.00"
3207,2026-05-07 14:43:16,3321911861,3074091941,2769.66,UK pounds,UK pounds,UK,UK,Cash Deposit,0,,0,LOW,,
3208,2026-05-07 14:43:17,9021870555,3695545812,6173.02,UK pounds,UK pounds,UK,UK,Debit card,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '9021870555' made 4 transactions totalling 24,783.59 within 24h (each below 9,999.00 threshold)"
3209,2026-05-07 14:43:18,7630605129,1311380222,3676.74,UK pounds,Euro,UK,Germany,Cross-border,0,,0,LOW,,
3210,2026-05-07 14:43:21,5063154749,5036909703,1515.32,UK pounds,UK pounds,UK,UK,Debit card,0,,0,LOW,,
3211,2026-05-07 14:43:21,1144646660,1493436023,5157.43,UK pounds,UK pounds,UK,UK,Cheque,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '1144646660' made 3 transactions totalling 15,393.68 within 24h (each below 9,999.00 threshold)"
3212,2026-05-07 14:43:24,5021785800,7659797939,5831.53,UK pounds,UK pounds,UK,UK,Credit card,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '5021785800' made 12 transactions totalling 81,279.86 within 24h (each below 9,999.00 threshold)"
3213,2026-05-07 14:43:26,1915450576,4788192514,12342.11,UK pounds,UK pounds,UK,UK,Debit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 12,342.11 UK pounds exceeds threshold of 8,000.00"
3214,2026-05-07 14:43:27,6106138674,3220735304,11740.5,UK pounds,UK pounds,UK,UK,Credit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 11,740.50 UK pounds exceeds threshold of 8,000.00"
3215,2026-05-07 14:43:29,9534729015,2552940134,7343.26,UK pounds,UK pounds,UK,UK,ACH,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '9534729015' made 7 transactions totalling 48,662.25 within 24h (each below 9,999.00 threshold)"
3216,2026-05-07 14:43:29,5704699176,3719044734,2975.97,UK pounds,UK pounds,UK,UK,Cheque,0,,0,LOW,,
3217,2026-05-07 14:43:31,2375869731,8737013850,860.7,UK pounds,UK pounds,UK,UK,Debit card,0,,0,LOW,,
3218,2026-05-07 14:43:32,7364333240,9625174911,5030.74,UK pounds,UK pounds,UK,UK,Debit card,0,,0,LOW,,
3219,2026-05-07 14:43:39,253152083,4555619116,1158.08,UK pounds,UK pounds,UK,UK,Debit card,0,,0,LOW,,
3220,2026-05-07 14:43:39,4622747128,4293580479,8820.85,UK pounds,UK pounds,UK,UK,Cheque,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 8,820.85 UK pounds exceeds threshold of 8,000.00"
3221,2026-05-07 14:43:39,9432026897,1809153362,2008.14,UK pounds,UK pounds,UK,UK,Credit card,0,,0,LOW,,
3222,2026-05-07 14:43:40,8576272219,1254860277,59.09,UK pounds,UK pounds,UK,UK,Credit card,0,,0,LOW,,
3223,2026-05-07 14:43:41,5495088244,6223365730,6214.02,UK pounds,UK pounds,UK,UK,Cheque,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '5495088244' made 3 transactions totalling 18,613.26 within 24h (each below 9,999.00 threshold)"
3224,2026-05-07 14:43:42,3297647672,2307832693,29072.54,UK pounds,UK pounds,UK,UK,ACH,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 29,072.54 UK pounds exceeds threshold of 8,000.00"
3225,2026-05-07 14:43:43,1922236838,7978785916,1602.68,UK pounds,Albanian lek,UK,UK,Credit card,0,,0,LOW,,
3226,2026-05-07 14:43:43,5868631038,810686691,1523.28,UK pounds,UK pounds,UK,UK,Cash Deposit,0,,0,LOW,,
3227,2026-05-07 14:43:53,2576623544,621060264,10647.23,UK pounds,Moroccan dirham,UK,UK,ACH,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 10,647.23 UK pounds exceeds threshold of 8,000.00"
3228,2026-05-07 14:43:54,942349529,8518184956,6944.45,UK pounds,UK pounds,UK,UK,Debit card,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '942349529' made 3 transactions totalling 20,814.07 within 24h (each below 9,999.00 threshold)"
3229,2026-05-07 14:43:54,4407769487,9543035808,1118.48,UK pounds,UK pounds,UK,UK,Cash Deposit,0,,0,LOW,,
3230,2026-05-07 14:43:55,4915664814,5466123934,7354.13,UK pounds,UK pounds,UK,UK,ACH,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '4915664814' made 3 transactions totalling 22,234.48 within 24h (each below 9,999.00 threshold)"
3231,2026-05-07 14:43:58,3505220435,6501380786,2647.77,UK pounds,UK pounds,UK,UK,Debit card,0,,0,LOW,,
3232,2026-05-07 14:44:03,9302668308,725546782,913.35,UK pounds,UK pounds,UK,UK,Debit card,0,,0,LOW,,
3233,2026-05-07 14:44:03,8889988262,4689056456,134.02,UK pounds,UK pounds,UK,UK,Credit card,0,,0,LOW,,
3234,2026-05-07 14:44:03,8464577990,503489143,1650.41,UK pounds,UK pounds,UK,UK,Credit card,0,,0,LOW,,
3235,2026-05-07 14:44:11,6057444675,8861171324,10827.02,UK pounds,UK pounds,UK,UK,Cheque,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 10,827.02 UK pounds exceeds threshold of 8,000.00"
3236,2026-05-07 14:44:15,7788322519,3282230497,330.45,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,,0,LOW,,
3237,2026-05-07 14:44:16,6648411570,5406744845,10030.12,UK pounds,Euro,UK,UK,ACH,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 10,030.12 UK pounds exceeds threshold of 8,000.00"
3238,2026-05-07 14:44:17,9369345927,5108911687,1600.43,UK pounds,UK pounds,UK,UK,Cash Deposit,0,,0,LOW,,
3239,2026-05-07 14:44:17,7323084173,7080357663,18127.93,UK pounds,UK pounds,UK,UK,Credit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 18,127.93 UK pounds exceeds threshold of 8,000.00"
3240,2026-05-07 14:44:20,6641862771,3491852426,572.01,UK pounds,UK pounds,UK,UK,Credit card,0,,0,LOW,,
3241,2026-05-07 14:44:21,9152139918,6242064665,5761.37,UK pounds,UK pounds,UK,UK,Debit card,0,,0,LOW,,
3242,2026-05-07 14:44:24,5440476078,1190348335,1288.14,UK pounds,UK pounds,UK,UK,Credit card,0,,0,LOW,,
3243,2026-05-07 14:44:24,5636542108,1352768610,4343.14,UK pounds,UK pounds,UK,UK,Cheque,0,,0,LOW,,
3244,2026-05-07 14:44:24,3262792587,9615241977,757.71,UK pounds,UK pounds,UK,UK,Cheque,0,,0,LOW,,
3245,2026-05-07 14:44:27,2126388140,7011975222,23270.67,UK pounds,UK pounds,UK,UK,ACH,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 23,270.67 UK pounds exceeds threshold of 8,000.00"
3246,2026-05-07 14:44:30,1004096715,1071685840,10088.98,UK pounds,UK pounds,UK,UK,Cheque,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 10,088.98 UK pounds exceeds threshold of 8,000.00"
3247,2026-05-07 14:44:33,6644790956,6809308219,15333.65,UK pounds,UK pounds,UK,UK,Cheque,1,Large-Cash-Transaction; Fan-Out/Money-Mule,45,MEDIUM,LargeTransaction|RapidMovement,"Transaction amount 15,333.65 UK pounds exceeds threshold of 8,000.00; RapidMovement: part of rapid fund re-dispatch from account '6644790956'"
3248,2026-05-07 14:44:34,6838081010,6953672776,10393.07,UK pounds,Mexican Peso,UK,Mexico,Cross-border,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 10,393.07 UK pounds exceeds threshold of 8,000.00"
3249,2026-05-07 14:44:34,1896092582,3374676562,71.63,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
3250,2026-05-07 14:44:39,3709430533,2002969578,6438.45,UK pounds,UK pounds,UK,UK,Cheque,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '3709430533' made 20 transactions totalling 149,438.09 within 24h (each below 9,999.00 threshold)"
3251,2026-05-07 14:44:42,2419308259,9432331938,16034.01,Moroccan dirham,UK pounds,Morocco,UK,Cross-border,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 16,034.01 Moroccan dirham exceeds threshold of 10,000.00"
3252,2026-05-07 14:44:47,3168051873,9757535272,11260.26,UK pounds,UK pounds,UK,UK,Debit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 11,260.26 UK pounds exceeds threshold of 8,000.00"
3253,2026-05-07 14:44:48,3203640881,989807086,2438.3,UK pounds,UK pounds,UK,UK,Debit card,0,,0,LOW,,
3254,2026-05-07 14:44:49,7235532266,595345216,2942.25,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
3255,2026-05-07 14:44:51,2023070355,9083010990,1822.71,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
3256,2026-05-07 14:44:55,7043243034,6436858251,979.37,UK pounds,UK pounds,UK,UK,Cheque,0,,0,LOW,,
3257,2026-05-07 14:44:55,7920286873,8667927191,2307.13,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
3258,2026-05-07 14:44:59,96933227,8172080174,4856.22,UK pounds,UK pounds,UK,UK,Cheque,0,Layering,25,LOW,Layering,"Fan-in: receiver 8172080174 received from 16 distinct senders within 72h (chain amount: 292,078.30, threshold: 10,000.00)"
3259,2026-05-07 14:45:00,5118974151,839544588,1250.05,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
3260,2026-05-07 14:45:01,734969360,8678392907,5831.1,UK pounds,UK pounds,UK,UK,Debit card,0,,0,LOW,,
3261,2026-05-07 14:45:04,826653192,1431561040,11237.62,UK pounds,UK pounds,UK,UK,ACH,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 11,237.62 UK pounds exceeds threshold of 8,000.00"
3262,2026-05-07 14:45:10,4737367377,9600420260,7937.04,UK pounds,UK pounds,UK,UK,ACH,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '4737367377' made 3 transactions totalling 23,620.74 within 24h (each below 9,999.00 threshold)"
3263,2026-05-07 14:45:10,3560036522,3695545812,13909.3,UK pounds,UK pounds,UK,UK,Credit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 13,909.30 UK pounds exceeds threshold of 8,000.00"
3264,2026-05-07 14:45:15,3659970814,5466123934,18693.27,UK pounds,UK pounds,UK,UK,Debit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 18,693.27 UK pounds exceeds threshold of 8,000.00"
3265,2026-05-07 14:45:18,9524669333,1944945013,11281.02,UK pounds,UK pounds,UK,UK,ACH,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 11,281.02 UK pounds exceeds threshold of 8,000.00"
3266,2026-05-07 14:45:20,8952177221,5585080337,10573.95,UK pounds,UK pounds,UK,UK,Credit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 10,573.95 UK pounds exceeds threshold of 8,000.00"
3267,2026-05-07 14:45:22,9738861573,3466168162,1241.7,US dollar,UK pounds,USA,UK,Cross-border,0,,0,LOW,,
3268,2026-05-07 14:45:24,397703094,9966658879,9926.06,UK pounds,UK pounds,UK,UK,Debit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 9,926.06 UK pounds exceeds threshold of 8,000.00"
3269,2026-05-07 14:45:25,6541552727,2284368563,9027.92,UK pounds,UK pounds,UK,UK,Credit card,1,Large-Cash-Transaction; Structuring/Smurfing,65,HIGH,LargeTransaction|Smurfing,"Transaction amount 9,027.92 UK pounds exceeds threshold of 8,000.00; Smurfing: account '6541552727' made 18 transactions totalling 121,268.06 within 24h (each below 9,999.00 threshold)"
3270,2026-05-07 14:45:26,8372035568,4270865741,5856.2,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
3271,2026-05-07 14:45:29,675669049,6744312059,9503.53,UK pounds,UK pounds,UK,UK,ACH,1,Large-Cash-Transaction; Structuring/Smurfing,65,HIGH,LargeTransaction|Smurfing,"Transaction amount 9,503.53 UK pounds exceeds threshold of 8,000.00; Smurfing: account '675669049' made 9 transactions totalling 70,303.06 within 24h (each below 9,999.00 threshold)"
3272,2026-05-07 14:45:29,511037666,8678802420,8628.46,UK pounds,UK pounds,UK,UK,ACH,1,Large-Cash-Transaction; Structuring/Smurfing,65,HIGH,LargeTransaction|Smurfing,"Transaction amount 8,628.46 UK pounds exceeds threshold of 8,000.00; Smurfing: account '511037666' made 3 transactions totalling 25,765.76 within 24h (each below 9,999.00 threshold)"
3273,2026-05-07 14:45:29,7501327339,6987770930,7052.09,UK pounds,UK pounds,UK,UK,ACH,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '7501327339' made 20 transactions totalling 141,618.57 within 24h (each below 9,999.00 threshold)"
3274,2026-05-07 14:45:32,374800744,6901658162,3225.6,UK pounds,UK pounds,UK,UK,Cash Deposit,0,,0,LOW,,
3275,2026-05-07 14:45:39,5314072177,4511280334,2999.73,UK pounds,UK pounds,UK,UK,Debit card,0,,0,LOW,,
3276,2026-05-07 14:45:40,324084421,7284947690,1000.45,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
3277,2026-05-07 14:45:41,2984074945,7408985397,3119.74,UK pounds,UK pounds,UK,UK,Cheque,0,,0,LOW,,
3278,2026-05-07 14:45:42,2522945954,3329290392,208.96,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
3279,2026-05-07 14:45:43,3104812548,4974191287,2272.43,UK pounds,UK pounds,UK,UK,Debit card,0,,0,LOW,,
3280,2026-05-07 14:45:44,1401850201,5434423040,481.65,UK pounds,UK pounds,UK,UK,Debit card,0,,0,LOW,,
3281,2026-05-07 14:45:44,8012186699,8945146738,7665.51,UK pounds,UK pounds,UK,UK,Debit card,0,,0,LOW,,
